huesped_id,habitacion_id,fecha_entrada,fecha_salida,promocion_id,canal_id,empleado_checkin,empleado_checkout
2039,35,2025-04-01,2025-04-06,NULL,1,1,2
1037,36,2025-04-01,2025-04-03,2,2,1,2
492,37,2025-04-01,2025-04-06,2,2,1,2
946,41,2025-04-01,2025-04-02,NULL,1,1,2
894,43,2025-04-01,2025-04-03,1,1,1,2
2938,45,2025-04-01,2025-04-03,NULL,1,1,2
846,48,2025-04-01,2025-04-04,1,2,1,2
1511,50,2025-04-01,2025-04-02,1,4,1,2
2787,51,2025-04-01,2025-04-06,1,4,1,2
847,57,2025-04-01,2025-04-03,1,3,1,2
2007,61,2025-04-01,2025-04-03,1,3,1,2
13,62,2025-04-01,2025-04-04,1,4,1,2
1880,68,2025-04-01,2025-04-02,2,3,1,2
1177,69,2025-04-01,2025-04-02,NULL,3,1,2
57,72,2025-04-01,2025-04-05,1,5,1,2
1425,73,2025-04-01,2025-04-05,1,2,1,2
1954,74,2025-04-01,2025-04-04,1,3,1,2
1795,76,2025-04-01,2025-04-03,NULL,1,1,2
897,78,2025-04-01,2025-04-05,2,5,1,2
450,79,2025-04-01,2025-04-03,1,3,1,2
1114,80,2025-04-01,2025-04-02,2,5,1,2
439,85,2025-04-01,2025-04-06,NULL,3,1,2
2738,87,2025-04-01,2025-04-03,2,5,1,2
750,89,2025-04-01,2025-04-06,2,4,1,2
1341,92,2025-04-01,2025-04-02,2,5,1,2
6,95,2025-04-01,2025-04-04,1,2,1,2
2953,97,2025-04-01,2025-04-04,1,3,1,2
2402,100,2025-04-01,2025-04-04,NULL,4,1,2
2316,2,2025-04-02,2025-04-07,2,3,1,2
2559,4,2025-04-02,2025-04-06,NULL,2,1,2
1462,5,2025-04-02,2025-04-05,1,2,1,2
933,7,2025-04-02,2025-04-06,1,5,1,2
423,8,2025-04-02,2025-04-03,2,2,1,2
840,9,2025-04-02,2025-04-03,1,4,1,2
421,11,2025-04-02,2025-04-03,2,5,1,2
905,12,2025-04-02,2025-04-04,2,2,1,2
150,13,2025-04-02,2025-04-03,1,1,1,2
2634,15,2025-04-02,2025-04-05,2,4,1,2
2506,22,2025-04-02,2025-04-04,NULL,1,1,2
181,38,2025-04-02,2025-04-04,1,3,1,2
2006,41,2025-04-02,2025-04-03,NULL,4,1,2
2388,50,2025-04-02,2025-04-07,NULL,5,1,2
2853,53,2025-04-02,2025-04-06,1,3,1,2
111,56,2025-04-02,2025-04-04,2,1,1,2
789,59,2025-04-02,2025-04-05,NULL,2,1,2
735,60,2025-04-02,2025-04-03,NULL,2,1,2
1888,64,2025-04-02,2025-04-05,NULL,4,1,2
129,65,2025-04-02,2025-04-04,NULL,2,1,2
2813,68,2025-04-02,2025-04-05,1,2,1,2
1941,69,2025-04-02,2025-04-04,1,1,1,2
2184,70,2025-04-02,2025-04-03,NULL,4,1,2
868,71,2025-04-02,2025-04-04,NULL,2,1,2
940,75,2025-04-02,2025-04-06,2,2,1,2
2924,77,2025-04-02,2025-04-07,2,5,1,2
2183,98,2025-04-02,2025-04-07,2,5,1,2
1741,6,2025-04-03,2025-04-07,NULL,5,1,2
1066,9,2025-04-03,2025-04-06,2,2,1,2
1539,18,2025-04-03,2025-04-06,2,4,1,2
221,24,2025-04-03,2025-04-05,NULL,5,1,2
1617,26,2025-04-03,2025-04-07,2,5,1,2
2208,32,2025-04-03,2025-04-05,NULL,2,1,2
2083,33,2025-04-03,2025-04-04,2,5,1,2
343,40,2025-04-03,2025-04-08,1,5,1,2
1070,41,2025-04-03,2025-04-06,1,5,1,2
181,42,2025-04-03,2025-04-05,1,4,1,2
2863,45,2025-04-03,2025-04-05,2,1,1,2
1812,47,2025-04-03,2025-04-08,NULL,4,1,2
1888,54,2025-04-03,2025-04-06,NULL,3,1,2
48,57,2025-04-03,2025-04-04,NULL,1,1,2
2610,61,2025-04-03,2025-04-05,2,1,1,2
1970,63,2025-04-03,2025-04-05,NULL,4,1,2
235,67,2025-04-03,2025-04-06,2,5,1,2
1448,70,2025-04-03,2025-04-05,1,4,1,2
2645,76,2025-04-03,2025-04-08,1,3,1,2
2236,79,2025-04-03,2025-04-04,NULL,5,1,2
1953,80,2025-04-03,2025-04-08,1,4,1,2
617,81,2025-04-03,2025-04-04,NULL,3,1,2
1287,82,2025-04-03,2025-04-04,1,4,1,2
1915,83,2025-04-03,2025-04-07,NULL,1,1,2
2712,87,2025-04-03,2025-04-04,1,2,1,2
364,90,2025-04-03,2025-04-06,1,5,1,2
1660,91,2025-04-03,2025-04-05,1,5,1,2
612,92,2025-04-03,2025-04-07,1,5,1,2
1514,94,2025-04-03,2025-04-06,2,1,1,2
2363,3,2025-04-04,2025-04-06,1,1,1,2
2561,8,2025-04-04,2025-04-05,1,1,1,2
1681,10,2025-04-04,2025-04-06,2,5,1,2
1455,11,2025-04-04,2025-04-09,NULL,5,1,2
265,16,2025-04-04,2025-04-06,NULL,3,1,2
509,22,2025-04-04,2025-04-09,2,5,1,2
2637,25,2025-04-04,2025-04-07,NULL,5,1,2
2113,28,2025-04-04,2025-04-06,NULL,4,1,2
1638,33,2025-04-04,2025-04-05,1,2,1,2
580,34,2025-04-04,2025-04-05,2,4,1,2
2974,36,2025-04-04,2025-04-07,NULL,5,1,2
1670,38,2025-04-04,2025-04-07,1,2,1,2
2937,39,2025-04-04,2025-04-08,NULL,3,1,2
1269,49,2025-04-04,2025-04-05,1,1,1,2
1599,52,2025-04-04,2025-04-05,1,4,1,2
1191,55,2025-04-04,2025-04-07,NULL,2,1,2
2954,56,2025-04-04,2025-04-06,2,3,1,2
1204,57,2025-04-04,2025-04-06,NULL,1,1,2
1546,58,2025-04-04,2025-04-08,1,4,1,2
2070,65,2025-04-04,2025-04-09,NULL,2,1,2
2857,69,2025-04-04,2025-04-09,2,5,1,2
1359,71,2025-04-04,2025-04-07,2,2,1,2
2760,74,2025-04-04,2025-04-05,2,3,1,2
1194,79,2025-04-04,2025-04-05,NULL,2,1,2
796,82,2025-04-04,2025-04-07,2,3,1,2
1617,84,2025-04-04,2025-04-05,2,2,1,2
1863,95,2025-04-04,2025-04-09,2,4,1,2
814,99,2025-04-04,2025-04-09,NULL,5,1,2
2018,100,2025-04-04,2025-04-06,NULL,2,1,2
925,1,2025-04-05,2025-04-08,NULL,4,1,2
2035,14,2025-04-05,2025-04-10,1,4,1,2
1668,15,2025-04-05,2025-04-10,2,5,1,2
855,19,2025-04-05,2025-04-07,NULL,1,1,2
1700,21,2025-04-05,2025-04-08,NULL,5,1,2
2146,23,2025-04-05,2025-04-10,NULL,2,1,2
1935,24,2025-04-05,2025-04-08,2,4,1,2
2442,27,2025-04-05,2025-04-08,NULL,4,1,2
1507,31,2025-04-05,2025-04-09,2,3,1,2
313,32,2025-04-05,2025-04-06,1,5,1,2
2155,33,2025-04-05,2025-04-06,2,5,1,2
1198,34,2025-04-05,2025-04-10,NULL,2,1,2
1405,42,2025-04-05,2025-04-09,NULL,5,1,2
798,43,2025-04-05,2025-04-09,NULL,2,1,2
606,45,2025-04-05,2025-04-10,NULL,2,1,2
1384,46,2025-04-05,2025-04-08,1,1,1,2
2849,48,2025-04-05,2025-04-06,2,3,1,2
1669,49,2025-04-05,2025-04-10,2,1,1,2
974,59,2025-04-05,2025-04-08,1,4,1,2
2128,60,2025-04-05,2025-04-06,2,1,1,2
1748,61,2025-04-05,2025-04-07,NULL,1,1,2
1480,64,2025-04-05,2025-04-07,1,4,1,2
1583,68,2025-04-05,2025-04-06,NULL,4,1,2
410,70,2025-04-05,2025-04-07,NULL,2,1,2
1458,72,2025-04-05,2025-04-08,NULL,4,1,2
1787,73,2025-04-05,2025-04-07,2,1,1,2
1739,74,2025-04-05,2025-04-09,2,2,1,2
1081,78,2025-04-05,2025-04-10,1,1,1,2
2272,79,2025-04-05,2025-04-08,NULL,5,1,2
1954,86,2025-04-05,2025-04-07,2,5,1,2
189,88,2025-04-05,2025-04-09,NULL,2,1,2
2965,91,2025-04-05,2025-04-10,NULL,1,1,2
1850,93,2025-04-05,2025-04-08,2,1,1,2
2079,96,2025-04-05,2025-04-06,1,5,1,2
1186,97,2025-04-05,2025-04-06,1,5,1,2
2928,3,2025-04-06,2025-04-07,1,3,1,2
1651,4,2025-04-06,2025-04-08,2,5,1,2
2558,5,2025-04-06,2025-04-10,2,4,1,2
2629,8,2025-04-06,2025-04-11,2,5,1,2
368,10,2025-04-06,2025-04-10,2,3,1,2
2373,12,2025-04-06,2025-04-09,1,5,1,2
2316,13,2025-04-06,2025-04-09,NULL,3,1,2
1269,16,2025-04-06,2025-04-11,2,5,1,2
1206,29,2025-04-06,2025-04-08,NULL,4,1,2
225,30,2025-04-06,2025-04-11,1,5,1,2
1938,32,2025-04-06,2025-04-11,NULL,4,1,2
1711,33,2025-04-06,2025-04-10,NULL,4,1,2
1268,35,2025-04-06,2025-04-08,2,2,1,2
1335,37,2025-04-06,2025-04-08,2,5,1,2
568,44,2025-04-06,2025-04-11,2,5,1,2
2848,60,2025-04-06,2025-04-08,2,5,1,2
2250,62,2025-04-06,2025-04-07,NULL,4,1,2
2231,63,2025-04-06,2025-04-09,2,2,1,2
383,66,2025-04-06,2025-04-09,2,4,1,2
1667,67,2025-04-06,2025-04-09,2,1,1,2
1974,75,2025-04-06,2025-04-11,1,1,1,2
780,81,2025-04-06,2025-04-08,2,3,1,2
1032,84,2025-04-06,2025-04-07,NULL,3,1,2
986,85,2025-04-06,2025-04-08,2,3,1,2
121,89,2025-04-06,2025-04-07,NULL,4,1,2
1779,94,2025-04-06,2025-04-11,2,4,1,2
479,97,2025-04-06,2025-04-07,1,5,1,2
2738,100,2025-04-06,2025-04-07,NULL,5,1,2
197,2,2025-04-07,2025-04-08,NULL,4,1,2
2656,3,2025-04-07,2025-04-12,1,1,1,2
300,6,2025-04-07,2025-04-12,2,3,1,2
726,7,2025-04-07,2025-04-11,2,5,1,2
1816,9,2025-04-07,2025-04-12,2,4,1,2
2990,17,2025-04-07,2025-04-08,1,2,1,2
69,18,2025-04-07,2025-04-10,1,4,1,2
1601,19,2025-04-07,2025-04-10,NULL,1,1,2
2974,25,2025-04-07,2025-04-09,1,4,1,2
562,26,2025-04-07,2025-04-12,1,1,1,2
2016,28,2025-04-07,2025-04-08,2,4,1,2
274,48,2025-04-07,2025-04-12,1,1,1,2
2764,50,2025-04-07,2025-04-12,2,3,1,2
813,51,2025-04-07,2025-04-09,NULL,4,1,2
1287,52,2025-04-07,2025-04-09,1,2,1,2
446,53,2025-04-07,2025-04-11,1,5,1,2
673,55,2025-04-07,2025-04-09,2,1,1,2
2,56,2025-04-07,2025-04-09,1,1,1,2
975,57,2025-04-07,2025-04-11,2,3,1,2
2237,61,2025-04-07,2025-04-11,2,3,1,2
894,62,2025-04-07,2025-04-09,1,1,1,2
1084,68,2025-04-07,2025-04-10,2,1,1,2
1324,71,2025-04-07,2025-04-12,NULL,2,1,2
388,77,2025-04-07,2025-04-08,1,3,1,2
969,82,2025-04-07,2025-04-08,1,2,1,2
1632,83,2025-04-07,2025-04-08,1,5,1,2
1898,84,2025-04-07,2025-04-09,2,4,1,2
765,86,2025-04-07,2025-04-09,NULL,1,1,2
2413,89,2025-04-07,2025-04-11,2,2,1,2
1070,90,2025-04-07,2025-04-09,2,4,1,2
1394,92,2025-04-07,2025-04-12,2,4,1,2
958,97,2025-04-07,2025-04-11,1,2,1,2
2111,100,2025-04-07,2025-04-08,NULL,5,1,2
1673,1,2025-04-08,2025-04-11,NULL,3,1,2
94,2,2025-04-08,2025-04-12,1,5,1,2
1650,4,2025-04-08,2025-04-12,2,1,1,2
1650,17,2025-04-08,2025-04-09,1,2,1,2
64,21,2025-04-08,2025-04-10,1,1,1,2
346,24,2025-04-08,2025-04-10,2,2,1,2
1344,27,2025-04-08,2025-04-11,2,2,1,2
2781,28,2025-04-08,2025-04-12,2,3,1,2
2209,29,2025-04-08,2025-04-11,1,1,1,2
2333,35,2025-04-08,2025-04-12,NULL,1,1,2
298,36,2025-04-08,2025-04-10,2,2,1,2
1871,37,2025-04-08,2025-04-12,2,1,1,2
2793,38,2025-04-08,2025-04-13,1,2,1,2
2220,39,2025-04-08,2025-04-13,1,5,1,2
1356,46,2025-04-08,2025-04-09,NULL,5,1,2
2713,47,2025-04-08,2025-04-10,2,4,1,2
2079,58,2025-04-08,2025-04-11,1,2,1,2
1384,59,2025-04-08,2025-04-13,2,5,1,2
2652,60,2025-04-08,2025-04-09,NULL,3,1,2
2079,64,2025-04-08,2025-04-13,1,1,1,2
376,70,2025-04-08,2025-04-12,1,2,1,2
1646,72,2025-04-08,2025-04-13,1,4,1,2
2690,73,2025-04-08,2025-04-13,NULL,1,1,2
320,77,2025-04-08,2025-04-12,2,1,1,2
2028,80,2025-04-08,2025-04-12,2,5,1,2
615,81,2025-04-08,2025-04-13,2,5,1,2
531,83,2025-04-08,2025-04-10,1,5,1,2
157,85,2025-04-08,2025-04-12,2,5,1,2
3,87,2025-04-08,2025-04-13,1,2,1,2
1511,93,2025-04-08,2025-04-10,NULL,3,1,2
1599,98,2025-04-08,2025-04-11,1,5,1,2
2332,100,2025-04-08,2025-04-12,NULL,1,1,2
1146,11,2025-04-09,2025-04-11,2,2,1,2
1100,13,2025-04-09,2025-04-12,1,2,1,2
1615,20,2025-04-09,2025-04-14,NULL,2,1,2
1205,22,2025-04-09,2025-04-14,NULL,2,1,2
2800,25,2025-04-09,2025-04-11,2,5,1,2
2238,42,2025-04-09,2025-04-11,2,1,1,2
1068,43,2025-04-09,2025-04-11,NULL,3,1,2
2960,46,2025-04-09,2025-04-12,1,2,1,2
2358,52,2025-04-09,2025-04-11,NULL,4,1,2
1407,55,2025-04-09,2025-04-11,2,5,1,2
2067,60,2025-04-09,2025-04-11,NULL,5,1,2
2646,63,2025-04-09,2025-04-10,1,5,1,2
2289,65,2025-04-09,2025-04-13,1,1,1,2
2786,66,2025-04-09,2025-04-13,1,3,1,2
1256,67,2025-04-09,2025-04-11,2,5,1,2
2364,69,2025-04-09,2025-04-14,NULL,1,1,2
193,76,2025-04-09,2025-04-11,NULL,5,1,2
1103,82,2025-04-09,2025-04-11,NULL,1,1,2
362,86,2025-04-09,2025-04-12,1,3,1,2
1343,88,2025-04-09,2025-04-12,NULL,1,1,2
1500,90,2025-04-09,2025-04-11,2,2,1,2
399,96,2025-04-09,2025-04-14,NULL,4,1,2
188,99,2025-04-09,2025-04-12,NULL,5,1,2
2856,5,2025-04-10,2025-04-12,2,1,1,2
145,10,2025-04-10,2025-04-11,1,2,1,2
2168,12,2025-04-10,2025-04-15,NULL,5,1,2
247,14,2025-04-10,2025-04-15,2,2,1,2
532,17,2025-04-10,2025-04-13,NULL,5,1,2
1648,18,2025-04-10,2025-04-13,NULL,2,1,2
1705,21,2025-04-10,2025-04-14,NULL,3,1,2
1843,24,2025-04-10,2025-04-14,2,4,1,2
567,31,2025-04-10,2025-04-12,1,3,1,2
2218,33,2025-04-10,2025-04-13,2,3,1,2
1300,36,2025-04-10,2025-04-13,2,5,1,2
528,40,2025-04-10,2025-04-15,1,5,1,2
105,49,2025-04-10,2025-04-13,NULL,1,1,2
1526,54,2025-04-10,2025-04-13,2,2,1,2
298,56,2025-04-10,2025-04-12,NULL,2,1,2
1336,62,2025-04-10,2025-04-11,1,1,1,2
1393,63,2025-04-10,2025-04-13,1,1,1,2
2276,68,2025-04-10,2025-04-14,2,2,1,2
1243,74,2025-04-10,2025-04-13,1,5,1,2
1581,78,2025-04-10,2025-04-14,2,5,1,2
2828,83,2025-04-10,2025-04-14,NULL,4,1,2
2947,84,2025-04-10,2025-04-14,1,4,1,2
532,91,2025-04-10,2025-04-11,1,5,1,2
2154,7,2025-04-11,2025-04-12,NULL,2,1,2
780,11,2025-04-11,2025-04-13,NULL,2,1,2
2643,15,2025-04-11,2025-04-13,NULL,3,1,2
1545,16,2025-04-11,2025-04-12,2,1,1,2
1075,23,2025-04-11,2025-04-15,1,2,1,2
1898,25,2025-04-11,2025-04-16,1,1,1,2
1655,27,2025-04-11,2025-04-15,2,1,1,2
741,29,2025-04-11,2025-04-13,1,4,1,2
1488,30,2025-04-11,2025-04-14,2,3,1,2
634,32,2025-04-11,2025-04-15,2,1,1,2
370,34,2025-04-11,2025-04-16,2,4,1,2
988,41,2025-04-11,2025-04-16,2,1,1,2
745,42,2025-04-11,2025-04-16,2,4,1,2
260,44,2025-04-11,2025-04-13,1,2,1,2
2313,45,2025-04-11,2025-04-13,2,5,1,2
636,53,2025-04-11,2025-04-13,2,5,1,2
702,57,2025-04-11,2025-04-15,NULL,4,1,2
309,60,2025-04-11,2025-04-16,2,3,1,2
590,61,2025-04-11,2025-04-16,NULL,2,1,2
2878,62,2025-04-11,2025-04-14,NULL,5,1,2
2278,75,2025-04-11,2025-04-14,1,3,1,2
2969,76,2025-04-11,2025-04-15,2,4,1,2
1188,89,2025-04-11,2025-04-15,NULL,1,1,2
1040,90,2025-04-11,2025-04-14,2,4,1,2
740,91,2025-04-11,2025-04-12,1,5,1,2
2339,95,2025-04-11,2025-04-13,NULL,4,1,2
1357,97,2025-04-11,2025-04-12,NULL,5,1,2
2039,98,2025-04-11,2025-04-16,2,1,1,2
567,1,2025-04-12,2025-04-15,2,5,1,2
612,3,2025-04-12,2025-04-14,NULL,1,1,2
1627,4,2025-04-12,2025-04-15,2,1,1,2
155,5,2025-04-12,2025-04-14,NULL,3,1,2
2125,7,2025-04-12,2025-04-16,2,5,1,2
2840,9,2025-04-12,2025-04-14,2,3,1,2
757,10,2025-04-12,2025-04-15,NULL,5,1,2
166,13,2025-04-12,2025-04-13,NULL,1,1,2
968,16,2025-04-12,2025-04-15,1,1,1,2
1886,28,2025-04-12,2025-04-13,NULL,3,1,2
2982,35,2025-04-12,2025-04-14,2,1,1,2
2634,37,2025-04-12,2025-04-14,2,2,1,2
2720,47,2025-04-12,2025-04-15,NULL,1,1,2
1136,48,2025-04-12,2025-04-16,2,5,1,2
805,50,2025-04-12,2025-04-17,NULL,5,1,2
339,51,2025-04-12,2025-04-16,NULL,5,1,2
472,52,2025-04-12,2025-04-17,NULL,4,1,2
2998,55,2025-04-12,2025-04-14,NULL,1,1,2
2814,56,2025-04-12,2025-04-13,2,4,1,2
220,58,2025-04-12,2025-04-14,NULL,5,1,2
462,70,2025-04-12,2025-04-13,1,4,1,2
172,71,2025-04-12,2025-04-14,NULL,5,1,2
2711,79,2025-04-12,2025-04-15,2,5,1,2
2989,85,2025-04-12,2025-04-17,NULL,1,1,2
1768,86,2025-04-12,2025-04-14,1,3,1,2
2705,88,2025-04-12,2025-04-13,NULL,4,1,2
2134,91,2025-04-12,2025-04-15,NULL,2,1,2
370,93,2025-04-12,2025-04-13,1,1,1,2
576,97,2025-04-12,2025-04-17,1,1,1,2
552,99,2025-04-12,2025-04-15,NULL,5,1,2
71,100,2025-04-12,2025-04-14,2,2,1,2
2956,6,2025-04-13,2025-04-16,1,1,1,2
2932,13,2025-04-13,2025-04-15,2,5,1,2
2845,15,2025-04-13,2025-04-15,2,4,1,2
486,19,2025-04-13,2025-04-17,NULL,3,1,2
2252,26,2025-04-13,2025-04-16,1,5,1,2
534,28,2025-04-13,2025-04-16,NULL,1,1,2
640,29,2025-04-13,2025-04-14,NULL,2,1,2
2516,36,2025-04-13,2025-04-16,NULL,4,1,2
1139,38,2025-04-13,2025-04-17,NULL,2,1,2
1815,39,2025-04-13,2025-04-14,2,1,1,2
92,43,2025-04-13,2025-04-18,1,2,1,2
2176,44,2025-04-13,2025-04-16,2,1,1,2
650,45,2025-04-13,2025-04-16,2,1,1,2
133,46,2025-04-13,2025-04-16,NULL,1,1,2
1488,49,2025-04-13,2025-04-18,1,4,1,2
1510,53,2025-04-13,2025-04-17,1,3,1,2
1814,54,2025-04-13,2025-04-16,2,3,1,2
707,56,2025-04-13,2025-04-17,NULL,3,1,2
561,59,2025-04-13,2025-04-14,1,4,1,2
181,63,2025-04-13,2025-04-14,2,1,1,2
849,66,2025-04-13,2025-04-14,NULL,4,1,2
1841,67,2025-04-13,2025-04-14,1,3,1,2
1736,72,2025-04-13,2025-04-15,2,1,1,2
400,73,2025-04-13,2025-04-18,2,3,1,2
2428,74,2025-04-13,2025-04-15,NULL,1,1,2
2083,81,2025-04-13,2025-04-15,NULL,4,1,2
221,82,2025-04-13,2025-04-15,1,2,1,2
1179,87,2025-04-13,2025-04-14,1,5,1,2
1641,92,2025-04-13,2025-04-15,NULL,1,1,2
1783,94,2025-04-13,2025-04-18,NULL,3,1,2
2771,95,2025-04-13,2025-04-18,1,4,1,2
2442,2,2025-04-14,2025-04-18,1,4,1,2
2299,3,2025-04-14,2025-04-15,NULL,3,1,2
2487,5,2025-04-14,2025-04-16,1,2,1,2
1792,11,2025-04-14,2025-04-17,1,4,1,2
263,18,2025-04-14,2025-04-19,2,2,1,2
78,21,2025-04-14,2025-04-18,NULL,1,1,2
411,24,2025-04-14,2025-04-18,1,3,1,2
278,29,2025-04-14,2025-04-15,NULL,1,1,2
2731,30,2025-04-14,2025-04-18,1,1,1,2
2399,33,2025-04-14,2025-04-17,NULL,5,1,2
2867,37,2025-04-14,2025-04-19,2,3,1,2
1022,39,2025-04-14,2025-04-17,2,1,1,2
174,55,2025-04-14,2025-04-16,1,5,1,2
2416,58,2025-04-14,2025-04-15,1,5,1,2
2168,63,2025-04-14,2025-04-19,1,2,1,2
1898,64,2025-04-14,2025-04-16,2,4,1,2
1566,65,2025-04-14,2025-04-18,2,5,1,2
408,67,2025-04-14,2025-04-18,NULL,2,1,2
1987,68,2025-04-14,2025-04-15,1,5,1,2
714,69,2025-04-14,2025-04-16,1,4,1,2
2744,70,2025-04-14,2025-04-19,2,5,1,2
467,71,2025-04-14,2025-04-19,2,4,1,2
677,77,2025-04-14,2025-04-17,1,2,1,2
209,78,2025-04-14,2025-04-18,2,4,1,2
433,83,2025-04-14,2025-04-16,NULL,4,1,2
2707,84,2025-04-14,2025-04-16,2,1,1,2
390,86,2025-04-14,2025-04-17,2,1,1,2
2342,87,2025-04-14,2025-04-19,2,5,1,2
1838,88,2025-04-14,2025-04-19,NULL,1,1,2
92,90,2025-04-14,2025-04-18,2,5,1,2
1187,93,2025-04-14,2025-04-19,2,5,1,2
2239,96,2025-04-14,2025-04-15,1,3,1,2
659,100,2025-04-14,2025-04-16,NULL,4,1,2
2340,4,2025-04-15,2025-04-17,1,5,1,2
2209,8,2025-04-15,2025-04-16,NULL,1,1,2
1716,10,2025-04-15,2025-04-16,1,3,1,2
737,12,2025-04-15,2025-04-16,NULL,4,1,2
2440,13,2025-04-15,2025-04-18,1,1,1,2
2093,15,2025-04-15,2025-04-17,1,5,1,2
2458,16,2025-04-15,2025-04-17,2,4,1,2
617,17,2025-04-15,2025-04-20,1,4,1,2
2723,20,2025-04-15,2025-04-19,2,1,1,2
1453,22,2025-04-15,2025-04-20,NULL,1,1,2
2380,23,2025-04-15,2025-04-16,1,1,1,2
2025,27,2025-04-15,2025-04-16,2,2,1,2
2762,29,2025-04-15,2025-04-18,2,5,1,2
2961,31,2025-04-15,2025-04-18,1,3,1,2
2380,32,2025-04-15,2025-04-19,2,4,1,2
2478,35,2025-04-15,2025-04-16,1,3,1,2
1019,47,2025-04-15,2025-04-20,2,3,1,2
1856,58,2025-04-15,2025-04-18,2,3,1,2
48,59,2025-04-15,2025-04-19,NULL,5,1,2
584,62,2025-04-15,2025-04-19,NULL,3,1,2
2582,66,2025-04-15,2025-04-17,1,3,1,2
2,68,2025-04-15,2025-04-17,2,5,1,2
2182,75,2025-04-15,2025-04-19,2,5,1,2
1786,76,2025-04-15,2025-04-16,NULL,3,1,2
2160,79,2025-04-15,2025-04-17,1,5,1,2
91,80,2025-04-15,2025-04-19,2,1,1,2
879,81,2025-04-15,2025-04-16,NULL,5,1,2
2622,91,2025-04-15,2025-04-20,NULL,2,1,2
1947,96,2025-04-15,2025-04-17,2,4,1,2
180,1,2025-04-16,2025-04-18,1,3,1,2
1641,3,2025-04-16,2025-04-17,1,1,1,2
1238,6,2025-04-16,2025-04-19,1,2,1,2
399,7,2025-04-16,2025-04-21,1,3,1,2
2855,8,2025-04-16,2025-04-18,1,3,1,2
1706,9,2025-04-16,2025-04-21,1,1,1,2
268,10,2025-04-16,2025-04-20,2,2,1,2
2239,14,2025-04-16,2025-04-21,2,1,1,2
1642,23,2025-04-16,2025-04-17,1,5,1,2
327,25,2025-04-16,2025-04-19,1,3,1,2
928,26,2025-04-16,2025-04-17,1,5,1,2
2567,27,2025-04-16,2025-04-20,1,3,1,2
2717,28,2025-04-16,2025-04-21,2,5,1,2
1622,35,2025-04-16,2025-04-21,2,5,1,2
2076,36,2025-04-16,2025-04-19,1,5,1,2
1341,40,2025-04-16,2025-04-17,1,5,1,2
2703,41,2025-04-16,2025-04-19,NULL,1,1,2
2959,42,2025-04-16,2025-04-18,2,2,1,2
1480,44,2025-04-16,2025-04-20,NULL,4,1,2
289,46,2025-04-16,2025-04-17,1,1,1,2
931,48,2025-04-16,2025-04-17,2,5,1,2
849,54,2025-04-16,2025-04-20,1,3,1,2
410,55,2025-04-16,2025-04-18,2,5,1,2
2456,57,2025-04-16,2025-04-19,NULL,4,1,2
102,60,2025-04-16,2025-04-17,2,5,1,2
1224,61,2025-04-16,2025-04-18,2,5,1,2
1202,64,2025-04-16,2025-04-17,1,4,1,2
2281,69,2025-04-16,2025-04-19,2,4,1,2
205,72,2025-04-16,2025-04-20,1,4,1,2
1273,74,2025-04-16,2025-04-17,1,4,1,2
1393,81,2025-04-16,2025-04-20,2,1,1,2
1307,82,2025-04-16,2025-04-19,NULL,2,1,2
994,89,2025-04-16,2025-04-18,1,3,1,2
1379,3,2025-04-17,2025-04-21,2,3,1,2
2592,4,2025-04-17,2025-04-21,1,5,1,2
220,5,2025-04-17,2025-04-19,NULL,4,1,2
486,11,2025-04-17,2025-04-19,NULL,2,1,2
1754,12,2025-04-17,2025-04-21,1,4,1,2
1295,15,2025-04-17,2025-04-19,2,1,1,2
324,16,2025-04-17,2025-04-18,NULL,3,1,2
2062,23,2025-04-17,2025-04-20,1,5,1,2
26,33,2025-04-17,2025-04-18,2,1,1,2
2115,34,2025-04-17,2025-04-22,1,4,1,2
709,40,2025-04-17,2025-04-18,2,5,1,2
1120,46,2025-04-17,2025-04-18,1,2,1,2
673,50,2025-04-17,2025-04-20,2,4,1,2
675,51,2025-04-17,2025-04-18,NULL,2,1,2
1961,52,2025-04-17,2025-04-19,1,2,1,2
2989,53,2025-04-17,2025-04-22,1,5,1,2
1436,56,2025-04-17,2025-04-22,2,2,1,2
2106,60,2025-04-17,2025-04-20,NULL,3,1,2
2846,64,2025-04-17,2025-04-22,NULL,5,1,2
1483,66,2025-04-17,2025-04-20,1,1,1,2
1043,68,2025-04-17,2025-04-21,1,3,1,2
1387,74,2025-04-17,2025-04-21,2,2,1,2
793,79,2025-04-17,2025-04-19,NULL,4,1,2
2519,83,2025-04-17,2025-04-22,2,4,1,2
348,84,2025-04-17,2025-04-22,1,4,1,2
995,86,2025-04-17,2025-04-19,2,3,1,2
2005,92,2025-04-17,2025-04-19,NULL,1,1,2
2208,96,2025-04-17,2025-04-22,1,2,1,2
2684,99,2025-04-17,2025-04-18,2,1,1,2
1012,1,2025-04-18,2025-04-22,NULL,3,1,2
136,2,2025-04-18,2025-04-20,1,5,1,2
2061,16,2025-04-18,2025-04-23,NULL,3,1,2
1356,19,2025-04-18,2025-04-20,NULL,3,1,2
2109,21,2025-04-18,2025-04-19,NULL,4,1,2
1174,24,2025-04-18,2025-04-23,2,1,1,2
1143,29,2025-04-18,2025-04-20,1,3,1,2
220,33,2025-04-18,2025-04-22,2,2,1,2
2469,40,2025-04-18,2025-04-22,2,2,1,2
